-0.002428	4.76
-0.002426	4.6
-0.002424	4.44
-0.002422	4.2
-0.00242	3.72
-0.002418	3.32
-0.002416	2.76
-0.002414	2.12
-0.002412	1.48
-0.00241	0.84
-0.002408	0.12
-0.002406	-0.52
-0.002404	-1.24
-0.002402	-1.88
-0.0024	-2.44
-0.002398	-3
-0.002396	-3.48
-0.002394	-3.96
-0.002392	-4.28
-0.00239	-4.52
-0.002388	-4.68
-0.002386	-4.76
-0.002384	-4.76
-0.002382	-4.6
-0.00238	-4.52
-0.002378	-4.2
-0.002376	-3.88
-0.002374	-3.48
-0.002372	-3
-0.00237	-2.52
-0.002368	-1.96
-0.002366	-1.4
-0.002364	-0.84
-0.002362	-0.28
-0.00236	0.36
-0.002358	0.84
-0.002356	1.4
-0.002354	1.88
-0.002352	2.36
-0.00235	2.68
-0.002348	3
-0.002346	3.24
-0.002344	3.4
-0.002342	3.4
-0.00234	3.4
-0.002338	3.32
-0.002336	3.16
-0.002334	2.92
-0.002332	2.6
-0.00233	2.28
-0.002328	1.8
-0.002326	1.4
-0.002324	0.84
-0.002322	0.36
-0.00232	-0.12
-0.002318	-0.68
-0.002316	-1.08
-0.002314	-1.64
-0.002312	-2.12
-0.00231	-2.44
-0.002308	-2.76
-0.002306	-3.08
-0.002304	-3.32
-0.002302	-3.48
-0.0023	-3.64
-0.002298	-3.64
-0.002296	-3.64
-0.002294	-3.56
-0.002292	-3.4
-0.00229	-3.24
-0.002288	-2.92
-0.002286	-2.6
-0.002284	-2.28
-0.002282	-1.88
-0.00228	-1.48
-0.002278	-1
-0.002276	-0.6
-0.002274	-0.12
-0.002272	0.28
-0.00227	0.68
-0.002268	1.08
-0.002266	1.4
-0.002264	1.72
-0.002262	1.96
-0.00226	2.2
-0.002258	2.28
-0.002256	2.44
-0.002254	2.44
-0.002252	2.52
-0.00225	2.36
-0.002248	2.2
-0.002246	2.04
-0.002244	1.8
-0.002242	1.48
-0.00224	1.08
-0.002238	0.84
-0.002236	0.44
-0.002234	0.12
-0.002232	-0.28
-0.00223	-0.68
-0.002228	-1.08
-0.002226	-1.4
-0.002224	-1.72
-0.002222	-2.04
-0.00222	-2.2
-0.002218	-2.44
-0.002216	-2.68
-0.002214	-2.76
-0.002212	-2.84
-0.00221	-2.84
-0.002208	-2.84
-0.002206	-2.68
-0.002204	-2.6
-0.002202	-2.36
-0.0022	-2.2
-0.002198	-1.88
-0.002196	-1.64
-0.002194	-1.4
-0.002192	-1
-0.00219	-0.76
-0.002188	-0.44
-0.002186	-0.12
-0.002184	0.2
-0.002182	0.6
-0.00218	0.76
-0.002178	1.08
-0.002176	1.24
-0.002174	1.48
-0.002172	1.56
-0.00217	1.64
-0.002168	1.72
-0.002166	1.72
-0.002164	1.72
-0.002162	1.64
-0.00216	1.48
-0.002158	1.32
-0.002156	1.08
-0.002154	0.92
-0.002152	0.68
-0.00215	0.44
-0.002148	0.12
-0.002146	-0.12
-0.002144	-0.44
-0.002142	-0.76
-0.00214	-1
-0.002138	-1.24
-0.002136	-1.48
-0.002134	-1.72
-0.002132	-1.88
-0.00213	-2.04
-0.002128	-2.12
-0.002126	-2.2
-0.002124	-2.2
-0.002122	-2.2
-0.00212	-2.2
-0.002118	-2.12
-0.002116	-1.96
-0.002114	-1.88
-0.002112	-1.64
-0.00211	-1.48
-0.002108	-1.32
-0.002106	-1
-0.002104	-0.76
-0.002102	-0.6
-0.0021	-0.36
-0.002098	-0.12
-0.002096	0.2
-0.002094	0.44
-0.002092	0.6
-0.00209	0.76
-0.002088	1
-0.002086	1
-0.002084	1.08
-0.002082	1.16
-0.00208	1.24
-0.002078	1.24
-0.002076	1.16
-0.002074	1.08
-0.002072	1
-0.00207	0.76
-0.002068	0.68
-0.002066	0.52
-0.002064	0.36
-0.002062	0.12
-0.00206	-0.12
-0.002058	-0.36
-0.002056	-0.52
-0.002054	-0.68
-0.002052	-0.92
-0.00205	-1.08
-0.002048	-1.32
-0.002046	-1.4
-0.002044	-1.48
-0.002042	-1.64
-0.00204	-1.72
-0.002038	-1.72
-0.002036	-1.72
-0.002034	-1.72
-0.002032	-1.72
-0.00203	-1.64
-0.002028	-1.48
-0.002026	-1.48
-0.002024	-1.32
-0.002022	-1.16
-0.00202	-1
-0.002018	-0.84
-0.002016	-0.6
-0.002014	-0.44
-0.002012	-0.28
-0.00201	-0.12
-0.002008	0.12
-0.002006	0.28
-0.002004	0.44
-0.002002	0.52
-0.002	0.6
-0.001998	0.68
-0.001996	0.76
-0.001994	0.76
-0.001992	0.84
-0.00199	0.76
-0.001988	0.76
-0.001986	0.68
-0.001984	0.6
-0.001982	0.44
-0.00198	0.36
-0.001978	0.2
-0.001976	0.04
-0.001974	-0.12
-0.001972	-0.2
-0.00197	-0.44
-0.001968	-0.52
-0.001966	-0.76
-0.001964	-0.84
-0.001962	-1
-0.00196	-1.16
-0.001958	-1.24
-0.001956	-1.32
-0.001954	-1.4
-0.001952	-1.4
-0.00195	-1.48
-0.001948	-1.4
-0.001946	-1.4
-0.001944	-1.32
-0.001942	-1.32
-0.00194	-1.24
-0.001938	-1.16
-0.001936	-1
-0.001934	-0.84
-0.001932	-0.76
-0.00193	-0.6
-0.001928	-0.52
-0.001926	-0.36
-0.001924	-0.2
-0.001922	-0.12
-0.00192	0.04
-0.001918	0.12
-0.001916	0.2
-0.001914	0.36
-0.001912	0.44
-0.00191	0.44
-0.001908	0.52
-0.001906	0.44
-0.001904	0.52
-0.001902	0.52
-0.0019	0.44
-0.001898	0.44
-0.001896	0.36
-0.001894	0.2
-0.001892	0.12
-0.00189	0.04
-0.001888	-0.12
-0.001886	-0.2
-0.001884	-0.36
-0.001882	-0.44
-0.00188	-0.6
-0.001878	-0.76
-0.001876	-0.76
-0.001874	-0.84
-0.001872	-1
-0.00187	-1
-0.001868	-1.08
-0.001866	-1.16
-0.001864	-1.16
-0.001862	-1.16
-0.00186	-1.16
-0.001858	-1.16
-0.001856	-1.08
-0.001854	-1
-0.001852	-0.92
-0.00185	-0.84
-0.001848	-0.84
-0.001846	-0.76
-0.001844	-0.6
-0.001842	-0.52
-0.00184	-0.44
-0.001838	-0.28
-0.001836	-0.2
-0.001834	-0.12
-0.001832	-0.04
-0.00183	0.04
-0.001828	0.12
-0.001826	0.12
-0.001824	0.2
-0.001822	0.28
-0.00182	0.28
-0.001818	0.28
-0.001816	0.28
-0.001814	0.28
-0.001812	0.2
-0.00181	0.12
-0.001808	0.12
-0.001806	0.04
-0.001804	-0.04
-0.001802	-0.12
-0.0018	-0.2
-0.001798	-0.28
-0.001796	-0.44
-0.001794	-0.52
-0.001792	-0.6
-0.00179	-0.68
-0.001788	-0.76
-0.001786	-0.76
-0.001784	-0.84
-0.001782	-0.84
-0.00178	-0.92
-0.001778	-0.92
-0.001776	-1
-0.001774	-1
-0.001772	-1
-0.00177	-0.92
-0.001768	-0.92
-0.001766	-0.84
-0.001764	-0.76
-0.001762	-0.76
-0.00176	-0.68
-0.001758	-0.6
-0.001756	-0.52
-0.001754	-0.44
-0.001752	-0.36
-0.00175	-0.28
-0.001748	-0.2
-0.001746	-0.12
-0.001744	-0.12
-0.001742	-0.04
-0.00174	0.04
-0.001738	0.04
-0.001736	0.12
-0.001734	0.12
-0.001732	0.12
-0.00173	0.12
-0.001728	0.12
-0.001726	0.04
-0.001724	0.04
-0.001722	0.04
-0.00172	-0.12
-0.001718	-0.12
-0.001716	-0.12
-0.001714	-0.28
-0.001712	-0.28
-0.00171	-0.44
-0.001708	-0.44
-0.001706	-0.44
-0.001704	-0.52
-0.001702	-0.68
-0.0017	-0.68
-0.001698	-0.76
-0.001696	-0.76
-0.001694	-0.76
-0.001692	-0.76
-0.00169	-0.84
-0.001688	-0.76
-0.001686	-0.84
-0.001684	-0.76
-0.001682	-0.76
-0.00168	-0.76
-0.001678	-0.76
-0.001676	-0.68
-0.001674	-0.6
-0.001672	-0.6
-0.00167	-0.52
-0.001668	-0.44
-0.001666	-0.44
-0.001664	-0.36
-0.001662	-0.28
